company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"Guangdong Chenghong Lighting Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Spotlight,Downlight,Track Light","Down Lighting,Track light",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Chenghong-Lighting-Technology-Co-Ltd-/1S00NLD58,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L5DS,,,,,,,,,,,,,,,,,,,,,
Hangzhou Lighting Import & Export Ltd.,Chinese Mainland,,Buying Cooperative,Contemporary Light,Outdoor Lighting,"ODM, Others, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Lighting-Import-Export-Ltd/1X0AXLPK,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3K9,,,,,,,,,,,,,,,,,,,,,
"JIANGMEN JJH LIGHTING TECH CO.,LTD",Chinese Mainland,,"Wholesaler, Manufacturer","LED Lighting,LED Panel Light,LED Tube","Led Panel Light, LED Linear Light, Aluminum Profile",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-JJH-LIGHTING-TECH-CO-LTD/1S00P15RM,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005M5UD,,,,,,,,,,,,,,,,,,,,,
"UMI Lighting Technology Co., Ltd",Chinese Mainland,,Manufacturer,"Wall Lamp,Spotlight,Track Light,LED Lighting,Office Lighting",Light,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2016 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2016,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UMI-Lighting-Technology-Co-Ltd/1X09FN5Y,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LFFC,,,,,,,,,,,,,,,,,,,,,
"ZHONGSHAN HOUSETON LIGHTING CO., LIMITED",Chinese Mainland,,"Exporter, Manufacturer","Green Lighting,Energy Saving Product,Decoration, Repair & Maintenance Works","Pendant Light, Ceiling Lamp, Table Lamp, Floor Lamp, Wall Lamp, Mirror Lamp","OEM, OBM, ODM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Houseton-Lighting-Co-Ltd/1X0AQSUU,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3JC,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Civi Lighting Technology Co.,Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Spotlight,Downlight,Track Light,LED Lighting,LED Panel Light,Office Lighting","Chandelier, Ceiling light, Wall lamp, Desk lamp",OEM,Civi Lighting,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Civi-Lighting-Technology-Co-Ltd-/1S00OZN8P,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LA68,,,,,,,,,,,,,,,,,,,,,
"ALOTOF Co.,Limited",Chinese Mainland,,Manufacturer,"Keychain Light,Chandelier,Tiffany Lamp,Decorative Lamp,String Light,Strip Light,Contemporary Light,Christmas Light",Decorative Lighting,"ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ALOTOFCO-LIMITED/1S00OZAPN,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3PU,,,,,,,,,,,,,,,,,,,,,
"AMAZING INTERNATIONAL CO.,LTD",Chinese Mainland,,"Buying Cooperative, Chain Store, Buying Office","LED Lighting,Office Lighting,Retail Lighting",,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/AMAZING-INTERNATIONAL-CO-LTD/1S00P0C3F,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LABT,,,,,,,,,,,,,,,,,,,,,
"Anhui Zerun Optoelectronic Co., Ltd.",Chinese Mainland,,"Import Agent, Buying Office, Exporter, Chain Store, Importer, Export Agent, Buying Cooperative, Distributor","Desk & Reading Lamp,Floor Lamp,LED Panel Light,Indoor Lighting","Our company provide all kinds of led panel light which include sidelit panel light and backlit panel light, also provide free standing luminous, ceiling light.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Zerun-Optoelectronic-Co-Ltd/1S00NKS08,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005M5VA,,,,,,,,,,,,,,,,,,,,,
Changli Business Service Ltd of Zhongshan,Chinese Mainland,"Changli Business Service Ltd of Zhongshan established in April 2022, it is a subsidiary company of Zhongshan Silk Imp. and Exp. Group Co., Ltd.of Guangdong, which locates in Shiqi District, Zhongshan City, the golden hinterland of the Guangdong Hong Kong Macao Greater Bay Area. The company adheres to the principles of pragmatism, efficiency, and mutual benefit, focusing on providing comprehensive and professional product services to domestic and foreign customers. At present, the company's business covers a wide range of important fields such as household appliances, lighting fixtures, hardware and building materials, kitchen utensils, clothing and textiles. Its products are exported to many countries such as Europe, America, the Middle East, Southeast Asia, Africa, as well as Hong Kong, Macao, Taiwan and other regions. High quality service is the bridge for products to reach the world. Changli Business Service Ltd of Zhongshan provides customers with the most reliable products and trade support based on a pragmatic attitude, professional skills, and customer reputation. The company looks forward to working with you to jointly explore the global market and achieve win-win development.","Service Company, Export Agent, Exporter, Buying Office","Ceiling Light,Table Lamp,Wall Lamp,Downlight,Sensor Light,LED Bulb,LED Panel Light,Indoor Lighting,Kitchen Lighting",Different kinds of lighting fixtures exportation service logistics service,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changli-Business-Service-Ltd-of-Zhongshan/1S00OCTO7,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LCGC,,,,,,,,,,,,,,,,,,,,,
"Cixi Lightvision Electronic Technology Co., Ltd",Chinese Mainland,,"Exporter, Manufacturer",Industrial Lighting,"LED waterproof lamp, LED batten lamp","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Lightvision-Electronic-Technology-Co-Ltd/1S00P0A68,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L6Y0,,,,,,,,,,,,,,,,,,,,,
Comled Limited,Chinese Mainland    |    Factory in Chinese Mainland,"We focus on designing and supplying the excellent smart sensor dimming and emergency linear lights for application of car park lots, subway, tunnel, railway station, underground passage, stair well, corridor, warehouse, factory, supermarket and etc.","Manufacturer, Exporter","Exit Light,Architectural Lighting,LED Lighting,LED Tube,Tunnel Light,Indoor Lighting,Emergency & Professional Lighting,Industrial Lighting,Office Lighting",LED Waterproof Lights LED Batten Lights LED Sensor Fixture LED Emergency Fitting LED Emergency Batten Lights LED Emergency Vapor Tight Lights Led Linear Lights Led Emergency Linear Lights OEM ODM,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Comled-Limited/1S00OTS9H,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L54J,,,,,,,,,,,,,,,,,,,,,
"DABOYE Co., Ltd","Korea, Republic Of","Daboye Co., Ltd. was established in 2011 as a specialized home lighting manufacturer. Starting with the production of glass covers for lighting fixtures, we are the best LED lighting company that designs lighting fixtures and develops and designs converters (stabilizers) through our own technology development in line with the changing times of the lighting industry. We are minimizing the product defect rate through our own technology development, and we are solidifying our image through friendly response and thorough after-sales management. Our main products are divided into household and commercial products. Home products include room lights, living room lights, kitchen lights, dining table lights (pendant lights), bathroom lights, entrance sensor lights, veranda direct lights, children's room lights, single lights, cross lights, bar lights, downlights, modules and stabilizers for reform that are compatible with existing lights. There are 7 types of Slim Edge for commercial lighting. Recessed flat lamp piece type / spring type 5 types The ballast (converter), which is the heart of lighting, operates under 20W, 25W, 40W, and 50W. It is manufactured directly in Korea. We will constantly move forward and develop by sincerely communicating with you.",Manufacturer,"Sensor Light,Architectural Lighting,LED Driver,LED Panel Light,Indoor Lighting",Made in South Korea / LED Lighting manufacturer / our own design and driver,"ODM, OEM, OBM","DABOYE,Lighting Ever",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DABOYE-Co-Ltd/1S00OWUIO,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQLJ,,,,,,,,,,,,,,,,,,,,,
"DDH Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Wall Washer,Lighting Accessories & Lamp Parts,Lighting Fixture,Strip Light,Architectural Lighting,LED Driver,Outdoor Floodlight,Tunnel Light","LED Driver, LED Floodlight","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DDH-Technology-Co-Ltd-/1S00OHFJ0,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L53M,,,,,,,,,,,,,,,,,,,,,
"DONG GUAN RUISE OPTOELECTRONICS CO.,LTD",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Wall Washer,Garden Light,Underground Light,Underwater Lamp","Ruise Optoelectronics Co., Ltd (Brand: RUISE & RISE) which founded in 2010 and specialized in R&D and lighting solutions of outdoor landscape lighting. It is national high -tech enterprises and ISO9001:2015 cerfified company.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONG-GUAN-RUISE-OPTOELECTRONICS-CO-LTD/1S00OZJ38,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZFS,,,,,,,,,,,,,,,,,,,,,
"Dong guan Yang Lighting Co., Ltd.",Chinese Mainland,100,"Exporter, Manufacturer","Ceiling Light,Halogen Lamp,LED Bulb,Indoor Lighting","Integrated manufacturer of research and development, design, and production, specializing in the production of various types of indoor and outdoor lighting","Others, ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-guan-Yang-Lighting-Co-Ltd-/1S00OLJ38,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQSY,,,,,,,,,,,,,,,,,,,,,
"Dongguan Rotti lamps Co., Limited",Chinese Mainland,,Manufacturer,"Table Lamp,Floor Lamp","Table Lamp, Floor Lamp, Pendant","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Rotti-lamps-Co-Limited/1S00P08NV,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L594,,,,,,,,,,,,,,,,,,,,,
"Dongguan Yongxingfu Hardware and Plastic Co., Ltd.",Chinese Mainland,"Yong xing fu hardware plastic Co., Ltd., dongguan city, is the Chinese rotomolding lamp luminous products one of the largest enterprises, entrepreneurship 10 years, has developed into the LED lighting production and sales as the pillar industry, has solar, lithium battery and plastic mold processing and production of three series, a total of more than 200 products, annual production capacity of 2 million sets of modern production lines, more than 300 employees, a $50 million production plastic products of large modern enterprise, the product has obtained the Chinese CCC safety certification, the European Union CE certification, the international electrician CB certification, the energy efficiency label Hong Kong, the United States UL certification, Germany GS certification, etc.",Manufacturer,Floor Lamp,"LED Ball, LED Ice Bucket, LED Flower Pots, LED Flower Vases, LED Cube, Bluetooth Speaker, LED Pets, LED Bar Table, LED Bar Chairs and Stools, LED Solar Ball",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 Home InStyle 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Yongxingfu-Hardware-and-Plastic-Co-Ltd/1S00ONAPN,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KZHM,,,,,,,,,,,,,,,,,,,,,
"Dreamlux Lighting Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"dreamlux lighting was founded in 2009, Specialized in LED landscape lighting, such as GU1O wall light, led swimming pool light. led garden light","Export Agent, Others, Distributor",Wall Lamp,Led Wall Light /Led Swimming Pool Light / Led Garden Light,OEM,"dreamlux,dimlux",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dreamlux-Lighting-Co-Ltd-/1S00P0C2I,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LA4E,,,,,,,,,,,,,,,,,,,,,
"Ecoon Lighting (Ningbo) Co., Ltd",Chinese Mainland,,"Chain Store, Department Store, Manufacturer, Buying Office, Wholesaler",Indoor Lighting,LED TRIPROOF LIGHT,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ecoon-Lighting-Ningbo-Co-Ltd/1S00O9L7U,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LADN,,,,,,,,,,,,,,,,,,,,,
