company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,supplier_url,exhibitor_url,Brand Name,Certificates,Other Certificates,Verified Certificates,Booth: 1A-B02   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-C02   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Company Website,Booth: 1A-B22   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-B12   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1A-E08   |   Connected Lighting Technologies   |   ,Booth: 1B-E08   |   Smart Lighting Products & Solutions   |   Zhongshan,Booth: 1B-D23   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-A05   |   Connected Lighting Technologies   |   Cantonese Business Go Global,Booth: 1B-A15   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-C31   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-F40   |   Smart Lighting Products & Solutions   |   ,Booth: 1B-B18   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1B-C22   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global
"Zhongshan AnYue Zhixin LightingCo., Ltd",Chinese Mainland,"Zhongyong Intelligent Lighting Co., Ltd. is a professional intelligent commercial home company that integrates research and development, production, sales, and service Lighting manufacturers. Our main products include whole house intelligent lighting without main lights and commercial home products (intelligent lighting, intelligent electrician, intelligent security, intelligent) Power supply, intelligent control) Company Brand Multi purpose Lighting Baijia Anyue Zhixin Lighting Our company vision is to unite as one and create with chips. Innovation leads development, and technological achievements reap rewards. Customer philosophy: Honesty, trustworthiness, profit sharing strategy, cooperation","Religious Group, Wholesaler, Service Company, Buying Office, Statutory Body, Buying Cooperative, Professional Association, Charity / Welfare Organisation","Light Dimmer,Architectural Lighting,Indoor Lighting,Solar Lights,Home Automation System",智能筒灯 智能射灯 轨道灯 磁吸灯,"ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-AnYue-Zhixin-LightingCo-Ltd/1S00O9VWH,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JS15,"安悦智芯照明,百家100照明,TPC众用照明",,,,,,,,,,,,,,,,,
"Zhongshan BUYIT Aluminum Co., LTD",Chinese Mainland,,Manufacturer,"Architectural Lighting,LED Bulb,Lighting Measurement System",LED,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-BUYIT-Aluminum-Co-LTD/1S00OZ6IC,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JKF7,,,,,,,,,,,,,,,,,,
"Zhongshan Bailiwei Lighting Co., Ltd.",Chinese Mainland,,Manufacturer,Indoor Lighting,LED desk lamp/LED floor lamp,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Bailiwei-Lighting-Co-Ltd-/1X03SV96,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUC6,"Yuexing,Bailiwei",,,,,,,,,,,,,,,,,
"Zhongshan Baina Electronic Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"LED Driver,Electrical Equipment","transformers, inductors, hollow coil, SMD inductors, Chip inductors, charger, adapter, LED driver, PCB mode","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) electronicAsia 2023 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC International ICT Expo 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Baina-Electronic-Technology-Co-Ltd-/1X0AIVIX,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KAW2,,,,,,,,,,,,,,,,,,
"Zhongshan CJ Lighting Co., Ltd.",Chinese Mainland,,Exporter,LED Bulb,Bulkhead,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-CJ-LIGHTING-CO-LTD/1S00OX2IG,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L000,,,,,,,,,,,,,,,,,,
"Zhongshan Ciheng Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Lighting Accessories & Lamp Parts,"Zhongshan Magneheng Technology Co., LTD., as a professional LED switching power supply manufacturer, mainly R & D, production and sales of constant voltage switching power supply main categories: magnetic switching power supply, constant voltage lamp",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-CIHENG-TECHNOLOGY-CO-LTD-/1S00OZMPB,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB0P,,,,,,,,,,,,,,,,,,
"Zhongshan City Cixin Lamp Co., Ltd.",Chinese Mainland,,"Importer, Import Agent","Decorative Lamp,LED Bulb,Indoor Lighting,Home Automation System,Lighting Design Software","Manufacturing of lighting fixtures, sales of lighting fixtures, manufacturing of semiconductor lighting devices; Sales of semiconductor lighting devices and manufacturing of hardware products; Retail of hardware products, sales of metal products, and",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-City-Cixin-Lamp-Co-Ltd-/1S00OWP0B,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K396,,,,,,,,,,,,,,,,,,
"Zhongshan City Shengmei Aluminum Co., Ltd.",Chinese Mainland,,Manufacturer,,Smart lighting,"OBM, Others, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-CITY-SHENGMEI-ALUMINUM-CO-LTD/1S00ONB5A,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYM8,,,,,,,,,,,,,,,,,,
"Zhongshan Digad Lighting CO., Ltd",Chinese Mainland,,Manufacturer,Indoor Lighting,Rechargable LED Desk Lamp,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Digad-Lighting-co-Ltd/1S00OXME8,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JS5T,,,,,,,,,,,,,,,,,,
"Zhongshan Huazhen Electric Appliance Co, LTD",Chinese Mainland,,"Charity / Welfare Organisation, Consulate and Trade Commission, Distributor, Chain Store, Department Store, Buying Cooperative, Buying Office","Decorative Lamp,Sensor Light,Edison Bulb,PAR Bulb,CFL Bulb,Lighting Accessories & Lamp Parts,Light Dimmer,Light Switch,Architectural Lighting,LED Bulb,Street Light,Indoor Lighting,Emergency & Professional Lighting,Entertainment Lighting,Hospital Lighting,Industrial Lighting,Retail Lighting,Solar Lights,Home Automation System,Power Management System,Electrical Wire & Cable,Business Management & Consultancy Services,Lighting Design & Engineering,Lighting Distribution System,Lighting Measurement System,Wireless Lighting Management System,Lighting Design Software,Building Exterior Lighting System,Solutions for Senior and Disability,Energy Efficiency Equipment, Product and Solution","Zhongshan Huazhen Electric Appliance Co., LTD, founded in 2020, is a fan lamp companionl eunanod poune aonnemerand nraonne medenney sloeon m zhgshd9nent Our exstaff, committed to rigorous quality inspection and thoughtful customer service, are always","OEM, OBM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Huazhen-Electric-Appliance-Co-LTD/1S00OJ8DP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K36F,,,,,,,,,,,,,,,,,,
"Zhongshan JOKKLOKK Lighting Technology Co., Ltd.",Chinese Mainland,"Zhongshan JOKKLOKK Lighting Technology Co.,Ltd is a hi-tech enterprise which specializes in developing, manufacturing, marketing and serving of LED lighting products with mould design and die casting.",Manufacturer,"Sensor Light,Lighting Accessories & Lamp Parts,Street Light,Emergency & Professional Lighting,Industrial Lighting,Solar Lights,Building Exterior Lighting System","JOKKLOKK products cover commercial lighting, landscape lighting, roadway lighting and solar lighting. Our mainly products are LED floodlight, LED high bay light, LED streetlight, solar lighting etc.","ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-JOKKLOKK-Lighting-Technology-Co-Ltd-/1S00O6587,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUE0,JOKKLOKK,,,,,,,,,,,,,,,,,
"Zhongshan Kangshide Lighting Co., Ltd",Chinese Mainland,,Manufacturer,Indoor Lighting,"LED panel light in different sizes with CCT selection , different series of LED linear light with linkable solution.",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-KANGSHIDE-LIGHTING-CO-LTD/1S00OCWGS,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIJX,,,,,,,,,,,,,,,,,,
"Zhongshan Longhuang lighting Co., LTD",Chinese Mainland,,"Chain Store, Wholesaler, Department Store, Manufacturer","Decorative Lamp,Sensor Light,Lighting Accessories & Lamp Parts,LED Bulb,Indoor Lighting,Home Automation System",LED induction lighting,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Longhuang-lighting-Co-LTD/1S00OU7OT,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L6BX,,,,,,,,,,,,,,,,,,
"Zhongshan Mode Lighting Co., Ltd.",Chinese Mainland,,,Industrial Lighting,"Specializing in the production of LED floodlights, street lamps, high bay lights",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Mode-Lighting-Co-Ltd/1X0B1LJQ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LL36,,,,,,,,,,,,,,,,,,
"Zhongshan Oscare Lighting Appliance Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Decorative Lamp,Indoor Lighting","pendant lamps, chandeliers, ceiling lamps, wall lamps, floor lamps","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Oscare-Lighting-Appliance-Co-Ltd-/1S00ONX8F,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUAC,,,,,,,,,,,,,,,,,,
"Zhongshan Pincheng Optoelectronic Industrial Co., Ltd.",Chinese Mainland,,"Manufacturer, Importer, Mail Order Co.",,"Zhongshan Pincheng Optoelectronic Industrial Co., Ltd.","Others, OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Pincheng-Optoelectronic-Industrial-Co-Ltd-/1S00O2ZB4,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3SL,,,,,,,,,,,,,,,,,,
"Zhongshan Shirui lighting electric appliance Co., LTD",Chinese Mainland,,"Chain Store, Wholesaler, Buying Cooperative, Export Agent","Decorative Lamp,Lighting Accessories & Lamp Parts,Architectural Lighting,Indoor Lighting,Home Automation System,Lighting Design & Engineering,Lighting Design Software,Energy Efficiency Equipment, Product and Solution",LED intelligent lighting,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Shirui-lighting-electric-appliance-Co-LTD/1S00P04TH,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KY3T,,,,,,,,,,,,,,,,,,
Zhongshan Shishengyuan Lighting Co. Ltd,Chinese Mainland,,"Buying Office, Department Store, Buying Cooperative, Wholesaler","Sensor Light,Indoor Lighting,Industrial Lighting","Our company Professional toproducing LED tubes, T5, T6, T8, LED purification lights, LED moisture-proof wall lights, LED panel lights,LeD outdoor walllights and other commercial lighting products.","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Shishengyuan-Lighting-Co-Ltd/1S00OYIJX,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIU0,,,,,,,,,,,,,,,,,,
"Zhongshan Spring Lighting Tech Co.,LTD",Chinese Mainland,,"Manufacturer, Exporter",Architectural Lighting,"Established in 2019,Spring lighting is located in the guzhen town zhongshan city the capital of lighting in china .we mainly produce outdoor led lights such as led garden light ,led underground light, ledpoolight, led wall lamps, solargarden lamps.",ODM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Spring-Lighting-Tech-Co-LTD/1S00O9VUN,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K35I,,,,,,,,,,,,,,,,,,
"Zhongshan Suoai Lighting Technology Co., LTD",Chinese Mainland,,Wholesaler,"Decorative Lamp,Indoor Lighting",本公司专业生产LED产品，,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Suoai-Lighting-Technology-Co-LTD/1S00OXLOF,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JRYF,,,,,,,,,,,,,,,,,,
"Zhongshan V.TOP Lighting Co., Ltd.",Chinese Mainland,"led track light, led panel light, led linear chandelier, led downlight","Exporter, Manufacturer","Architectural Lighting,LED Bulb,Indoor Lighting","led track light, led panel light, led linear chandelier, led downlight",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-V-TOP-Lighting-Co-Ltd-/1S00OHX10,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3GL,V.TOP,,,,,,,,,,,,,,,,,
"Zhongshan Xiangyi Lighting Co., Ltd",Chinese Mainland,"TPC Zhongyong Intelligent Lighting Co., Ltd. is a professional intelligent commercial home company that integrates research and development, production, sales, and service Lighting manufacturers. Main products: Unmanned whole house intelligent lighting and commercial home products (intelligent lighting, intelligent electrician, intelligent security, intelligent) Power supply, intelligent control) Company brand: TPC Universal Lighting Baijia 100A Yuezhi Xin Lighting Company vision: Together, create with chips. Innovation leads development, and technological achievements reap rewards. Customer philosophy: Honesty, trustworthiness, profit sharing strategy, cooperationTPC Zhongyong Intelligent Lighting Co., Ltd. is a professional intelligent commercial home company that integrates research and development, production, sales, and service Lighting manufacturers. Main products: Unmanned whole house intelligent lighting and commercial home products (intelligent lighting, intelligent electrician, intelligent security, intelligent) Power supply, intelligent control) Company brand: TPC Universal Lighting Baijia 100A Yuezhi Xin Lighting Company vision: Together, create with chips. Innovation leads development, and technological achievements reap rewards. Customer philosophy: Honest","Retailer, Trade/Industrial Organisation, Distributor, Chain Store, Wholesaler, Department Store, Religious Group, Buying Office","Lighting Accessories & Lamp Parts,LED Bulb,Indoor Lighting,Lighting Measurement System",湘怡照明有限公司是一家集研发，生产，销售，服务为一体的专业智能商业家居 照明制造商。 主要产品:无主灯全屋智能照明及商业家居产品(智能照明、智能电工、智能安防、智能 电源、智能控制) 公司品牌:众用照明安悦智芯照明 公司愿景:众志成城，用芯创造。创新引领发展，科技成就收获。客户理念:诚实守信利润共享策略合作,"ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Xiangyi-Lighting-Co-Ltd/1S00OU3M3,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JS3Z,,,,,,,,,,,,,,,,,,
"Zhongshan Yucheng Solar Technology Co., Ltd.",Chinese Mainland,"Zhongshan Yucheng Solar Technology Co, Ltd is a manufacturer specializing in the production of solar wall lights. Since the establishment of the factory, we have been committed to carefully designing and manufacturing high-quality products. Our products have CE, FCC, ROHS and PSE certifications. Export provides a strong guarantee. The products are sold to more than 10 countries including North America, South America, Europe, Australia, Brazil and so on. The products mainly include: solar sensor wall lamp, solar lawn lamp, solar blessing lamp, Solar flame lamp, solar animal repeller, solar wall washer light and DC 12V low voltage LED products and other series of outdoor lighting products. We are standardized factory, covering an area of 7000m, with experienced team of workers, Yucheng Solar has been committed to applying solar energy and lithium battery technology to the design, development and manufacturing of LED light products. We provide OEM / ODM innovative and high-quality products to customers all over the world. In the future, Yucheng Solar will continue to provide related solar light solutions to help customers expand their markets.","Department Store, Wholesaler, Shopping Mall, Chain Store",Solar Lights,"Solar Garden Light, Solar Sensor Wall Lamp, Solar Spot Lamp, Solar Blessing Lamp, Solar Flame Lamp, Solar Animal Repeller, Solar Wall Washer Light, Solar Step Light, Solar Pillar Light","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Yucheng-Solar-Technology-Co-Ltd-/1S00OPC80,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J95C,YUCHENG,,,,,,yuchengsolar.en.alibaba.com,,,,,,,,,,,
