company name,location,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Company Background
Mastermind Manufacture Limited,Hong Kong,Manufacturer,"Watch Box, Metal Box & Can, Advertising Equipment","Mastermind provides one-stop professional services for the supply of Visual Merchandising Display Products - For major brands in the fashion, watch, jewellery, cosmetics, optical and giftware industries.","ODM, OEM",,www.mmmco.co,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2021 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Optical Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2018 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mastermind-Manufacture-Ltd/1X082L63?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MJWT?fairCode=hkwatchfair&locale=en,
Montres S. A. Limited,Hong Kong,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2024 CHILL 11 HKTDC Hong Kong Watch & Clock Fair 2021,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005S9AX?fairCode=hkwatchfair&locale=en,
New Hing Yip Watchstraps Mfg Limited,Hong Kong,"Manufacturer, Exporter","Fabric Watch Band, Leather Watch Band, Imitation Leather Watch Band",Offer marvelous leather straps in the latest fashionable styles,OEM,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2021 BASELWORLD 2021 The World Watch and Jewellery Show, Basel, Switzerland HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018",,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Hing-Yip-Watchstraps-Mfg-Limited/1X0AG5WP?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MIKU?fairCode=hkwatchfair&locale=en,
Parture Gift International Limited,Hong Kong,Manufacturer,"24 Hour Dial Mechanical Watch, Chronograph Watch, Quartz Analogue Watch, Mechanical Hands & Digital Watch, Solar Watch, Skeleton Mechanical Watch, Mens Watch, Ladies Watch","Analog watch, Automatic watch, Stain steel watch, Glass fiber watch, Solar Watch, Watch box, Gift box.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Parture-Gift-International-Limited/1S00NVGDH?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MIS6?fairCode=hkwatchfair&locale=en,
Poly Wealthy (Hong Kong) Limited,Hong Kong,Manufacturer,"Quartz Analogue Watch,Chronograph Watch,Jewelled-lever Automatic Watch,Ladies Watch,Designer Watch,Mens Watch",Diamonds watch. Jewelry watch. Fashion watch.,"ODM, OEM",CADEJAR,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2015 HKTDC Hong Kong International Jewellery Show 2011 HKTDC Hong Kong Watch & Clock Fair 2010 HKTDC Hong Kong International Jewellery Show 2009 Hong Kong International Jewellery Show 2008 Show More,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MHNM?fairCode=hkwatchfair&locale=en,
"Super Time (Hongkong) Industrial Co., Ltd.",Hong Kong,"Manufacturer, Exporter, Distributor, Private Individual, Professional Association, Import Agent, Wholesaler, Export Agent","Solar Watch, Chronograph Watch, Designer Watch, Ladies Watch, Mens Watch, Quartz Analogue Watch, Skeleton Mechanical Watch, 24 Hour Dial Mechanical Watch, Diver Watch, Digital Watch, Mechanical Hands & Digital Watch, Sports Timer Watch",Complete watch,"OEM, ODM",,www.supertime.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Super-Time-HongKong-Industrial-Co-Limited/1X07FNCR?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MI39?fairCode=hkwatchfair&locale=en,
Vigor Straps Ltd,Hong Kong,Manufacturer,"Fabric Watch Band, Leather Watch Band","Leather and nylon straps , small leather goods",OEM,,www.vigorstraps.com,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2022 HKTDC Hong Kong Watch & Clock Fair 2021 BASELWORLD 2021 The World Watch and Jewellery Show, Basel, Switzerland Show More",,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vigor-Straps-Ltd/1X00J1X0?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NLYL?fairCode=hkwatchfair&locale=en,
Wellgain International Industrial Limited,Hong Kong,Manufacturer,"Wall Clock, Digital Clock, Table Clock, Desk Clock, Alarm Clock","CLOCK, CLOCK MOVEMENT","OEM, ODM","WELLGAIN,CAREVIS",www.wellgain.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 Show More,,,ISO9001 Issued By - Type - Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wellgain-Int-l-Ind-l-Ltd/1X057AIO?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005MIU0?fairCode=hkwatchfair&locale=en,
Wing Fung Manufacturing Company Limited,Hong Kong,Manufacturer,"Metal Watch Band, Watch Buckle, Precious Metal Watch Band",Stainless Steel Buckle Aluminium Buckle Stainless Steel Accessories,"OEM, ODM",,www.wingfungmfg.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 HKTDC Hong Kong Watch & Clock Fair 2015 HKTDC Hong Kong Watch & Clock Fair 2014 HKTDC Hong Kong Watch & Clock Fair 2013 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wing-Fung-Mfg-Co-Ltd/1X00J26O?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NHS7?fairCode=hkwatchfair&locale=en,
Aerowatch SA,Switzerland,,,,,,https://www.aerowatch.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMQ8?fairCode=hkwatchfair&locale=en,
Appella,Switzerland,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMXN?fairCode=hkwatchfair&locale=en,
Atlantic,Switzerland,,,,,,https://atlanticwatches.ch,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMYK?fairCode=hkwatchfair&locale=en,
"Aurubis metal products (Shanghai) Co.,Ltd",Chinese Mainland,Manufacturer,"Metal Watch Case, Watch Spring Bar, Metal Watch Band, Watch Case, Precious Metal Watch Band, Watch Crown, Watch Buckle, Metal Parts For Watch Module, Watch Hand, Watch Dial, Watch Movement","Aurubis develops lead-free brass materials under the products brand BlueBrass that can be utilized in sectors such as watch production. We produces strip, wire and bars for machining and cutting products like plates for mechanical watch mechanisms.",Others,"Aurubis,BlueBrass",www.aurubis.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aurubis-metal-products-Shanghai-Co-Ltd/1S00P3PMH?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RNBG?fairCode=hkwatchfair&locale=en,
David Van Heim,Switzerland,,,,,,www.davidvanheim.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2024,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMTZ?fairCode=hkwatchfair&locale=en,
Etoile,Switzerland,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMVT?fairCode=hkwatchfair&locale=en,
Francéclat,France,"Professional Association, Trade/Industrial Organisation",Brandname Watch,"Inventive, optimistic and always moving, the world of French watchmaking is set apart by its sensibilities and appeal. By combining creative freedom with a tradition of excellence, French watches have an unrivalled asset: that French je ne sais quoi.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRC9?fairCode=hkwatchfair&locale=en,
Fujian Jiali Electronic Company Limited,Chinese Mainland,"Exporter, Manufacturer",Watch Movement,clock movement,"OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 HKTDC Hong Kong Watch & Clock Fair 2015 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Jiali-Electronic-Co-Ltd/1X04TXDW?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQUS?fairCode=hkwatchfair&locale=en,
"Genuine International Co., Ltd.",Taiwan,Exporter,"Chronograph Watch, Chronograph Watch, Chronograph Watch, Chronograph Watch","ODM is the main business, and then develop smart watch sales agency and related hardware accessories manufacturing","OEM, ODM",,jundingwatches.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2022 HKTDC Hong Kong Watch & Clock Fair 2021 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Genuine-International-Co-Ltd/1S00NTHYP?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RNMJ?fairCode=hkwatchfair&locale=en,
"GuangDong Pearl Clock & Watch Co., Ltd.",Chinese Mainland,"Exporter, Manufacturer","Digital Clock, Alarm Clock, Wall Clock, Pendulum Wall Clock","Quartz clock, quartz clock movement, clock accessories",OEM,,mingzhuxingclock.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangDong-Pearl-Clock-Watch-Co-Ltd-/1S00PCTUP?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RCAU?fairCode=hkwatchfair&locale=en,
Guangzhou Hengbaoluo Technology Co Ltd,Chinese Mainland,"Wholesaler, Distributor, Manufacturer, Retailer, Exporter, Others, Chain Store, Service Company, Export Agent, Department Store","24 Hour Dial Mechanical Watch, Mens Watch","HANBOR0 watches are mainly made of hardened steel with strong resistance to erosion, and the movement is made of original movement and Japanese movement, with a pendulum frequency of 28,800 beats/hour and a power saving of 48 hours. Hengbao Luo watch","OEM, ODM, OBM, Others",hengbaoluo,http://www.gsxt.gov.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025,,,Certificate of registration of the work Issued By Guizhou Provincial Copyright Office Type OTHERS Valid Date 04 Aug 2025 - (N/A) Certificate of Design Patent Issued By State Intellectual Property Office Type PATENT Valid Date 10 May 2024 - (N/A) Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Hengbaoluo-Technology-Co-Ltd/1S00ORJUZ?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RNHY?fairCode=hkwatchfair&locale=en,
"Guangzhou Huaxin Color Printing Co., Ltd.",Chinese Mainland,Manufacturer,"Advertising Equipment, Watch Box","Watch Display Stand, Watch Box, Jewelry Display, Jewelry Box, Perfume Box, Paper Bag, Paper Box","OEM, ODM",,huaxindisplay.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023,,,IS09001 Issued By HKUST CERTIFICATION CENTRE Type ISO_9001 Valid Date 17 Oct 2022 - 16 Oct 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Huaxin-Color-Printing-Co-Ltd/1S00OFGNN?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RNDA?fairCode=hkwatchfair&locale=en,
"Guangzhou Raymons Import & Export Co., Ltd.",Chinese Mainland,"Manufacturer, Exporter","Pendulum Wall Clock, Designer Watch, 24 Hour Dial Mechanical Watch, Mens Watch, Skeleton Mechanical Watch, Ladies Watch, Wall Clock, Pendulum Wall Clock, Designer Watch, 24 Hour Dial Mechanical Watch, Mens Watch, Skeleton Mechanical Watch, Ladies Watch, Wall Clock",Watch/ Clock,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Watch & Clock Fair 2023 Home InStyle 2023 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Raymons-Import-Export-Co-Ltd-/1S00OAL9O?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQND?fairCode=hkwatchfair&locale=en,
Guangzhou Shisuo Limited,Chinese Mainland,"Manufacturer, Exporter","Quartz Analogue Watch, Ladies Watch, Quartz Analogue Watch, Ladies Watch, Quartz Analogue Watch, Ladies Watch, Quartz Analogue Watch, Ladies Watch",fashion alloy watch,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Shisuo-Limited/1S00OPTJM?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005PILR?fairCode=hkwatchfair&locale=en,
JMK Watch Band Co.Ltd,Chinese Mainland,"Manufacturer, Exporter","Silicone Watch Band, Leather Watch Band, Fabric Watch Band, Rubber Watch Band","Leather watch strap,watch band,Watch Accessories",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Watch & Clock Fair 2024,,,Certificate ofPatent for Design Issued By The Patent Law of the People's Republic of China Type OTHERS Valid Date 17 Dec 2024 - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/JMK-Watch-Band-Co-Ltd/1S00ORCBR?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQGY?fairCode=hkwatchfair&locale=en,
"Jiahao Watch Technology Co., Ltd",Chinese Mainland,"Exporter, Manufacturer","Wall Clock, Digital Clock, Desk Clock, Table Clock","Clock Movement, Wall Clock, Clock Insert, Metal Clock Movement",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiahao-Watch-Techology-Co-Ltd/1S00ORCLX?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQF1?fairCode=hkwatchfair&locale=en,
Kelton,France,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RRLI?fairCode=hkwatchfair&locale=en,
Marvin,Switzerland,,,,,,https://www.marvinwatches.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMUW?fairCode=hkwatchfair&locale=en,
Mathey Tissot,Switzerland,,,,,,https://matheytissot.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RMWQ?fairCode=hkwatchfair&locale=en,
Montignac,France,,,,,"Montignac,Clyda,Orlam",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RKJV?fairCode=hkwatchfair&locale=en,
Pilo & Co Sa,Switzerland,,,,,,www.pilo-watches.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 Salon de TIME 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 Show More,,,,N/A,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RGKW?fairCode=hkwatchfair&locale=en,
Renata SA,Switzerland,Manufacturer,Watch Battery,"Silver Oxide battery, Zinc-Air battery, Lithium Battery and battery holders",Others,Renata SA,www.renata.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong Watch & Clock Fair 2016 HKTDC Hong Kong Watch & Clock Fair 2015 Show More,,,ISO 9001:2008 Certificate and ISO 14001:2004 Certificate Issued By - Type - Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Renata-Sa/1X03RKLR?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005NIEC?fairCode=hkwatchfair&locale=en,
Shenzhen Bai Wei Zhen Watch&Clock Company Ltd.,Chinese Mainland,"Exporter, Manufacturer",Kids Watch,Kids watch,"ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Watch & Clock Fair 2014 HKTDC Hong Kong Watch & Clock Fair 2013,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Baiweizhen-Watch-Clock-Company-Limited/1X0854L3?fairCode=hkwatchfair&locale=en,https://www.hktdc.com/event/hkwatchfair/en/exhibitor/1S005RQQ4?fairCode=hkwatchfair&locale=en,
